Mean_R,RMS_R,Median_R,Variance_R,Std_R,Skewness_R,Kurtosis_R,Contrast_R,Entropy_R,Energy_R,Homogeneity_R,Correlation_R,IDM_R,Smoothness_R,Mean_G,RMS_G,Median_G,Variance_G,Std_G,Skewness_G,Kurtosis_G,Contrast_G,Entropy_G,Energy_G,Homogeneity_G,Correlation_G,IDM_G,Smoothness_G,Mean_B,RMS_B,Median_B,Variance_B,Std_B,Skewness_B,Kurtosis_B,Contrast_B,Entropy_B,Energy_B,Homogeneity_B,Correlation_B,IDM_B,Smoothness_B,Label
0.562920724,0.574525873,0.57254902,0.013200238,0.114892288,-0.732386427,2.154361915,6.82797878,611.3585784,0.013859811,0.070139807,0.644161593,0.001633067,0.009328534,0.56302209,0.575040384,0.57254902,0.01367757,0.116951144,-1.092812013,3.106749443,6.798287675,610.6136642,0.014212995,0.069927233,0.657028948,0.001635057,0.009317154,0.358773505,0.409414396,0.57254902,0.03890172,0.197235191,0.300818856,-1.222159623,7.35541009,614.209421,0.011688103,0.070141764,0.878370446,0.001625494,0.00937202,1
0.424885769,0.464529949,0.458823529,0.035260157,0.187776881,-0.322968956,-0.89728365,7.460234601,544.1216452,0.012664587,0.101651133,0.881451166,0.001834496,0.008302481,0.420301669,0.449357977,0.458823529,0.025269099,0.15896257,-0.684668917,0.031823776,7.142216331,542.6331801,0.015427189,0.103508668,0.835137566,0.001839528,0.008279716,0.403203628,0.444434169,0.458823529,0.034948565,0.186945353,-0.257306723,-0.903850649,7.476891215,541.7936275,0.012266826,0.100700952,0.880863117,0.001842362,0.008266911,1
0.652846084,0.667217708,0.664031621,0.018971461,0.137736926,-0.388464269,-0.668052744,6.96632953,123.7485907,0.025351722,0.220223781,0.950153904,0.008017752,0.00188786,0.669454763,0.680299084,0.664031621,0.014637164,0.120984146,-1.11688815,1.985574922,6.761536279,123.3101563,0.02904049,0.223547707,0.935750674,0.008046275,0.001881136,0.546486112,0.579571362,0.664031621,0.037255894,0.193017858,-0.088583517,-1.20185464,7.251697278,125.0605545,0.023282137,0.2158786,0.974190053,0.007934161,0.001907819,1
0.45242896,0.506721643,0.498039216,0.05207486,0.228199167,-0.432332727,-0.82536043,7.452450969,637.4023897,0.031296574,0.191412955,0.905743648,0.001566487,0.009723855,0.468722415,0.521037883,0.498039216,0.051779774,0.227551695,-0.583831075,-0.59409356,7.453493481,638.8368719,0.027367696,0.18976264,0.904976884,0.001562965,0.009745644,0.447988114,0.51889729,0.498039216,0.068561048,0.261841646,-0.271789049,-1.081069969,7.725490557,631.0588848,0.019287922,0.186031811,0.929137643,0.001582179,0.00962649,1
0.475380931,0.511119015,0.537254902,0.035255617,0.187764793,-0.915687261,0.218479068,7.154184226,463.8520067,0.026604518,0.174616556,0.898885744,0.002151345,0.007077667,0.502503459,0.534002935,0.537254902,0.032649409,0.180691474,-1.408047038,1.459282612,6.870461742,462.8142616,0.026070828,0.174617641,0.891142386,0.002156157,0.007061825,0.411194865,0.475474339,0.537254902,0.05699463,0.238735481,-0.069288836,-1.341564822,7.450403102,457.7267463,0.019630509,0.172688635,0.938196095,0.00218004,0.006984174,1
0.462103476,0.511218107,0.507874016,0.04780433,0.218642014,-0.33744032,-1.204796507,7.426389977,449.7505515,0.020308086,0.157085263,0.928331191,0.002218622,0.006862638,0.401342677,0.4551159,0.507874016,0.046054538,0.214603211,-0.27797003,-1.332226434,7.360227688,447.2225337,0.021214502,0.156877259,0.926011336,0.00223114,0.00682406,0.301426925,0.370096967,0.507874016,0.046113574,0.214740713,0.286290429,-1.304354173,7.360837691,436.5111213,0.02046181,0.157619557,0.927568689,0.002285763,0.006660609,1
0.710617188,0.719111014,0.726907631,0.012143862,0.110199193,-1.961028373,6.584465585,6.33494453,24.52953431,0.044160327,0.367175364,0.98455271,0.039238192,0.000374195,0.75124258,0.759557083,0.726907631,0.012561548,0.112078313,-2.491669265,8.447431841,6.151668902,26.04131434,0.048967262,0.368095315,0.984166262,0.037047538,0.000397261,0.602338799,0.622008627,0.726907631,0.024082704,0.15518603,-0.568868102,-0.52936946,6.658497747,26.85900735,0.037753161,0.35293753,0.991424798,0.035943743,0.000409744,1
0.936805576,0.950876975,1,0.026562334,0.162979552,-3.436098051,12.06436038,3.49155558,592.6351103,0.500666117,0.585462259,0.82901768,0.001685958,0.009042892,0.958909697,0.968276569,1,0.018051709,0.134356647,-4.874283938,24.79995343,3.462817227,519.917019,0.415119073,0.581857204,0.779314338,0.001921223,0.007933298,0.896239157,0.922934493,1,0.048563451,0.220371167,-2.364852252,4.862890453,3.847606095,606.1716912,0.483568718,0.569259643,0.90432039,0.001648293,0.009249444,1
0.529531741,0.570293844,0.576470588,0.044831204,0.211733804,-0.862440694,0.183942501,7.474334007,686.6936581,0.017048222,0.141525538,0.882033174,0.001454172,0.010475515,0.488561413,0.533137182,0.576470588,0.045543,0.21340806,-0.82987769,-0.146764685,7.44527259,682.8738051,0.017903708,0.142768381,0.884538915,0.001462296,0.01041708,0.422666662,0.48262683,0.576470588,0.05428155,0.232984012,-0.286196059,-1.054487259,7.587605532,653.532644,0.017389308,0.144028831,0.907259777,0.001527848,0.009969187,1
0.60380452,0.610718342,0.598214286,0.008396995,0.091635117,0.684786356,2.72962986,6.126149068,15.89295343,0.052197881,0.403133747,0.985492538,0.059379759,0.000242507,0.656614712,0.666950442,0.598214286,0.013680011,0.11696158,0.182136005,0.241384384,6.532660799,17.17636336,0.045245536,0.406176796,0.990364826,0.055153797,0.00026209,0.436069557,0.466771011,0.598214286,0.027718519,0.166488794,-0.338219985,-1.360069708,6.54899659,17.29701287,0.04509385,0.392413986,0.99520834,0.054788759,0.000263931,1
0.506600055,0.568268328,0.592156863,0.066285277,0.257459273,-0.562566433,-1.044906924,7.551195558,603.4104167,0.019019839,0.193287144,0.930083135,0.001654557,0.009206818,0.488286576,0.549672011,0.592156863,0.06371554,0.252419373,-0.596475406,-0.952614091,7.556401197,601.3872855,0.017762277,0.195340795,0.92751514,0.001660111,0.009175934,0.437999052,0.518717691,0.592156863,0.077224873,0.277893636,-0.243695339,-1.429458094,7.586863544,580.9392004,0.02066279,0.20249047,0.942210817,0.001718454,0.008863868,1
0.889524692,0.912739213,0.988235294,0.041838693,0.204545088,-2.365469271,5.01240006,4.907661797,1179.065794,0.28116405,0.356246701,0.783919663,0.000847612,0.017991104,0.920649211,0.935775268,0.988235294,0.028080383,0.167572023,-3.186394859,10.38985514,5.029403454,1068.631051,0.171616215,0.332880452,0.708249045,0.000935052,0.01630598,0.865902112,0.897192547,0.988235294,0.055167999,0.234878691,-2.089142622,3.576347411,5.040187439,1179.177574,0.283182534,0.357980688,0.836096464,0.000847533,0.01799281,1
0.9179131,0.938181506,1,0.037620079,0.193958961,-2.816567124,7.303254958,3.553394634,461.6342525,0.543350718,0.617305479,0.9059482,0.002164076,0.007043978,0.947913914,0.961365798,1,0.025683409,0.160260442,-3.810521306,13.9868457,3.244640794,409.4205423,0.50067751,0.64208719,0.877850484,0.002439501,0.006247258,0.868759933,0.9053015,1,0.064826984,0.254611437,-1.941466115,2.628149251,3.91599473,450.6481311,0.513396583,0.593253326,0.946702961,0.002216633,0.006876342,1
0.463545197,0.505356025,0.48627451,0.040510562,0.201272359,-0.239557413,-0.671166904,7.616202953,935.7374847,0.009146131,0.059501192,0.82248267,0.001067545,0.014278055,0.460113705,0.493163137,0.48627451,0.031505258,0.177497205,-0.144010447,-0.399778448,7.477028776,935.1021599,0.009624439,0.060034518,0.771949079,0.00106827,0.014268326,0.433657957,0.479844435,0.48627451,0.042191459,0.205405596,-0.17599526,-0.638115953,7.637934897,933.8859375,0.009158233,0.060233588,0.82986939,0.00106966,0.014249746,1
0.597927363,0.608901374,0.564315353,0.013243752,0.115081502,1.212766739,1.460814315,6.184953026,21.55330882,0.059866905,0.402975162,0.987526366,0.044457402,0.000328867,0.63378729,0.648529711,0.564315353,0.018904457,0.137493481,0.85037453,-0.276202261,6.339753818,20.35773591,0.058058018,0.408547323,0.991742214,0.046949067,0.000310624,0.439672193,0.465040187,0.564315353,0.022950738,0.151495009,-0.93684688,-0.623441348,6.400499513,16.56369485,0.053403618,0.399636027,0.994464747,0.057109273,0.000252736,1
0.522943677,0.559416656,0.584210526,0.039476905,0.19868796,-0.589292248,-0.850854918,6.981121361,255.4651501,0.018031749,0.126113639,0.95033633,0.003899439,0.00389804,0.564144175,0.583995519,0.584210526,0.022792116,0.150970581,-0.559506709,-0.218912597,6.802019109,253.9148131,0.018823483,0.125737304,0.914497902,0.003923169,0.00387437,0.476797807,0.535155091,0.584210526,0.059054823,0.243011982,-0.397817215,-1.262955234,7.164121393,248.0654259,0.016974297,0.12921628,0.967748526,0.004015283,0.003785133,1
0.932289512,0.945163182,0.996078431,0.024169705,0.15546609,-3.329161298,11.80528025,4.136386291,495.7609222,0.349322303,0.441538981,0.842779359,0.002014457,0.00756471,0.947751812,0.956727343,0.996078431,0.017093713,0.130742926,-4.809216569,25.45940502,4.533678269,444.1264093,0.224719424,0.405118551,0.800855263,0.002247688,0.006776829,0.872217994,0.903453916,0.996078431,0.05546475,0.235509554,-2.094696086,3.402211815,4.796773907,548.2570772,0.32956326,0.414287944,0.924211531,0.001821734,0.008365738,1
0.491914098,0.532833152,0.529411765,0.041931688,0.204772283,-0.465670268,-0.797610464,7.538211338,818.4115656,0.01140883,0.087760087,0.85019944,0.001220405,0.012487833,0.513109035,0.547610363,0.529411765,0.036596227,0.191301405,-0.578606117,-0.276372349,7.475595437,813.0245251,0.011268639,0.088427264,0.829557003,0.001228481,0.012405656,0.428193096,0.484069655,0.529411765,0.050974103,0.225774452,-0.265957806,-1.143740356,7.619641212,802.7118413,0.011388738,0.090123114,0.87907871,0.001244245,0.012248335,1
0.459234559,0.492948075,0.490196078,0.032101424,0.179168703,-0.756054176,0.040295859,7.324263003,612.4690104,0.0115732,0.084575925,0.853635629,0.001630105,0.00934533,0.448723288,0.478609057,0.490196078,0.02771404,0.166475343,-0.78901637,0.123268711,7.23350294,611.5367494,0.011845807,0.084746403,0.830707119,0.001632587,0.009331128,0.383098408,0.432617987,0.490196078,0.040393933,0.200982419,-0.224518175,-0.987932291,7.525227187,597.3515165,0.013900758,0.08943438,0.886306807,0.001671297,0.009114753,1
0.452610869,0.497295139,0.494117647,0.042445857,0.206023924,-0.339621,-0.823093208,7.502075165,1500.274571,0.012558472,0.077144384,0.728661236,0.000666106,0.022892373,0.448975447,0.490855535,0.494117647,0.039360204,0.198394063,-0.28835405,-0.645875661,7.491468567,1501.353692,0.014214745,0.077197469,0.707305037,0.000665629,0.022908835,0.406898469,0.463396574,0.494117647,0.049170021,0.221743142,-0.328346253,-0.92670569,7.526420588,1493.246492,0.013714476,0.080550967,0.766811458,0.00066924,0.022785127,1
0.466066129,0.504181299,0.505882353,0.036981147,0.192304827,-0.396871972,-0.578015313,7.398923285,883.5500766,0.013368169,0.091567741,0.816480682,0.001130535,0.01348145,0.464060286,0.497617069,0.505882353,0.032270798,0.179640748,-0.475921436,-0.167127031,7.310034069,882.5013021,0.015038024,0.091964891,0.790062509,0.00113188,0.013465396,0.406452314,0.461747659,0.505882353,0.048007418,0.219105951,-0.356332804,-0.87202586,7.495109069,875.973315,0.014825709,0.097862323,0.859808558,0.001140305,0.013365732,1
0.458233403,0.513195628,0.51372549,0.0533919,0.231066874,-0.42778183,-1.122541365,7.554706736,872.0169271,0.013258358,0.119638289,0.874439503,0.001145471,0.013304805,0.461786188,0.511747625,0.51372549,0.048639148,0.220542848,-0.548293733,-0.919936492,7.435982404,871.9258119,0.015917521,0.121831706,0.862206985,0.001145594,0.013303285,0.452745625,0.51609284,0.51372549,0.061373219,0.247736188,-0.411561286,-1.206852413,7.584922619,866.2599724,0.013061841,0.118829239,0.891494776,0.001153074,0.013216899,1
